text,isAbuse
존 나 잘 함파브레가 스마티치 라인 343 콘동님 시절에 애들 다 쓸어 먹음 전반기 한정 임근데 ㅋㅋㅋ반기에는 너무 힘들어하는 게 보였음 ㅋㅋ,1
조선은 그냥 자멸했고 건국의 흐름은 625를 계기로 나타났다가 성과를 거두자만 주팔이들이 득세하면서 밀려나갔다 차라리 일본의 지배가 가혹하고 잔혹했으면 이후에 건국의 흐름이 강하게 일어났겠지만 전혀 그렇지도 않았고 그래서 625가 유일한 동인이었는데 오래가지 못한 거 다 다시 자멸하던 조선 말로 회귀한 거다,0
그 정도는 써야지,0
와 아이디어 좋다,0
아무 말 대잔치 이건 사년 전에 본 단언데 아직도 쓰는 새끼가 있냐니 에미에 비가 쓰디아 뒤졌냐 ㅋㅋㅈㅅㅎㅎ,1
요즘 애들한테 옥상 뛰어다닌 썰 풀면 틀 딱 취급받겠노,1
보지도 압축해 제공하라,1
뽕삘인데,0
돌빵 한방에 크랙 날 수 있어서,0
레알개읏기노,0
겨드랑이는 볼 생각도 못했는데 나비 정 상임 매번 다른 사람들이 겨드랑이 하면 그때 보긴 보는데 그닥 페티쉬가 없는 건가,0
넌 어디 살어,0
보자마자 터짐ㅋ,0
어우시 발꼴려,1
빨리 구라였다고 둘러치고 효진이 소개시켜 달라고 졸라라,1
아니 이름 뭐냐고 씹아 ㅋㅋ,1
12억 이상도 가능하겠네,0
커 엽ㅋㅋ,0
이런 저능 아들은 도대체 뭔 생각하면서 사는지 모르겠네,1
연구소는 그런가보네,0
당연한 거 아니냐 자기 몸 건강관리도 못하는 애들이 용접공이니 뭐니 하면 콧방 귀뀔듯,1
예상 ㅈㅎ병신아,1
자기 생명의 위협을 못 느끼고 남에게 의지하는 본능이면 저 때 안 죽었어도 다른 데서 죽어서 제명에 못 살았을 거 같음,0
아니 남에 맘을 왜 쳐빠냐,1
이런 걸 널리 좀 퍼트리자 내가 레몬테라스랑 오유에 먼저 알릴께 거기 오랜 회원이었거든,0
진짜 개극 혐직업이 다ㄹㅇ,1
빨갱아 북한 핵개발에 대해서 어떻게 생각해,1
난 김성령,0
한국ㅋㅋㅋ 또 나왔군 ㅋㅋ이번엔 주예지 다이기야말 한마디 잘못했어 인성이 안 됬어 그럼 모두 달려들어 저년을 죽이라 이기야,1
내 주변의 거의 모든 집은 아침에 빵이나 다른 걸 먹는 걸로 바뀐 지가 한참임,0
그거 아저씨가 나중이 다시 맛있다고 실토하심 ㅋㅋ,0
의무와 노력과 희생을 하는 남성들이 오히려 역역차별로 노예가 되었고,0
헤드기어 어쩔 때 쓰는 거고 어쩔 때 안 쓰는 거 임ㅇㅅㅇ,0
레알 ㅋㅋ 남자들은 하는 것도 없으면서 키보드로 털기만 잘 함ㅌ,0
저거 직진 후진 가능하다는 표시 아니였음,0
너랑 대화하려니 수준이 너무 떨어진 다ㅋ,1
나도에서 수료하고 거제조선소에서 잠수용접하는 대,0
왜 케 비뚤어졌냐,0
솔직히 집에서 고기구우면 좆 같은 건 사실 임집이 존 나넓르면 모르겠는데 암튼 뒷정리하기 개좆 같음,1
공개해야 됨,0
ㅈㅈㅂㅁㅈㅎ112261884041122621494311226214943,0
친구 녀석이니가 뽑은 오크 여사 얘기에 얼마나 열이 받던지,0
개신교들의 개념과 숫자를,0
암튼 짜게 먹으면 몸 망치는 지름길 임담배보다 더 안 좋다고 봄,0
양반세력 키워서 노비가 주인한테 맞아도 고소 안 된다는 인식의 기틀을 쌓으신 분임,0
다기관총으로 총살해라,1
ㅇㅂ는 화석으로 발견되겠노,0
이씨 박씨 수혜받았네,0
개소리는 일기장에 쓰시오,1
내 글을 유일하게 이해한 새끼가 나타났네,1
와테일 윈드가 이러케이뻣나 잘 입으시니까 존 나이 뻐 보이네요,1
진짜 순발력 센스는 올타임 원탑,0
단순 용접 기술이 들어가 있다는 게 전부 용접으로 햇단 말은 아니잖아,0
예를 들면 조선이 100일 제가 50라는 거임 둘 다 지금처럼 완전히 자유롭지는 못해서 마이너스지만 어찌됐건 조선보단 나았다는 것,0
시발저효자 통닭조림 닭 생각하면 좆같네걍 안동찜닭 국물 없어질 떄 까찌조린 건데 조오오 온 나짜고 간도 안 베고 맛대가 리존 나 없어서 생활의 달인어케나온 거지이 생각하다가 지인 중에 안동 사람 있길래 거기 갔다 왓다니까 거기 어딘지도 모르고 안동 사람들은 안 간다더라ㅋㅋ,1
안타깝노,0
좆 같은 짓그만하라고 옳은 말하면 노잼충씹선비 홍어분탕이 되는 으메이징한 싸이트ㅋㅋㅋ 러면서 욕 안 먹고 인간다운 대접을 바란다 애국보수라서 욕먹고 탄압당한다고 ㅋㅋ이고슨상님 계실적엔 이런 일이 읎었는 디아이고 민주주으야 아이고 나가 호남 사람이라 부당한 모욕을 당해 부러 이거 완전섬 노예 부리는 신안홍어 새끼들 범죄자 마인드 아니냐,1
코나파라,0
어느 나라에서 유래했는지,0
위에 꺼 3개는 너무 어거지다,0
식기가 없는 대어디에 밥을 주라는 거여,0
나랑 똑같노,0
실력도 없고 기초사실 틀리고 어중간한 인기,1
또 또 또 일 게 이들 같은 일 게 이 조리돌림해서 컨텐츠 하나 죠졌누,1
오프닝만 봐도 존 나웃겼음 ㅋㅋ,1
안감 못 감,0
지장비 일본 스키장에 두고 왔다고 자랑스럽게 떠벌림 ㅋㅋ더니 너무 너무 좋았다고 너무 좋아서 다시 가려고 했다고 함 ㅋㅋ,1
쓰레기 수거를 왜 안 하냐 ㅋㅋ 일주일에 한두 번이라도 수거해가긴 한다농작물이나 나무 태우는 것까진 이해해준 다쳐도,0
가급적 그냥 쭈욱해줘도 된다,0
극혐,1
니그튼 그 지 새끼 아니더라도 아배달비 있네 아귀찮다 그냥 사 먹어야지 등등 이런 수요가 있으니까 존재가 하는 거고 배달 비받는 업체들이 더 많이 늘어나는 거다 거지 새끼들 아니랄까봐 자본주의 시장에서 수요와 공급에 따라서 흘러가는 시장 흐름을 지들돈 없다고 찡찡거리는 꼬라지 보소이딴 게일 베ㅋㅋ 아까우면 먹지마가 서 포장해 오던 가니들 같은 거지 아니더라도 먹는 사람 널렸어,1
나씨 전라도 성씨임,0
궁금,0
내가 널 어찌할 줄 모르니,0
펨코 이씨 발련들싸가지 왤케 없냐 저 정도 길이면 그냥 건너갈 수도 있지 누군가의 엄마이고 할머니이고 그럴 텐데 댓글 꼬라 지존나 싸가지 없네이 개 쓰레기 새끼들이,1
홍어새끼들 존 나 많네 이 정도 디테일 보고 주작주작거리고 있네씨 발년들 아태어나기 전 일을 어떻게 인증을 해 애미쳐 뒤졌나,1
지방 것들이 왜 서울 품평하냐,0
손주은 센세가 떠오르노ㅋㅋ의 시간 에너 공부 안 하면 창녀보다 못한 삶을 살게 될 거라는 희대의 발언 창녀는 화대라도 받는다고 공부도 못하고 못생긴 얼굴이면 돈 주고 결혼해야 한다고,1
나도 오늘부터 사진작가가 되겠다 이기야,0
나도 눈 저랬는데 속 씽수하고 용됨,0
그러니까 생활 연기를 잘할 뿐 진짜 캐릭터 연기를 잘하는지는 논할 수가 없지,0
나랑동갑이 네ㅋㅋ,0
애초에 비주얼이 저러면 구독자 없어서 무슨 발언을 해도 논란 안ㅅㄱㅁㅈㅎ 달게 받으렴,1
사실 진정한 승리자는 러블리즈뿐이지,0
짜식 아직 일베의 드립을 잘 모르는구나,0
뭘 모르나 본데 머리길면 여군 빡빡이는 군인 알간,0
이래서 애새끼 함부로 싸지르는 거 아니다,1
애미 애비도 없노ㅋ,1
1 한국전쟁 당시 미국 외교담당 부서인은 김일성에게,0
도쿄올림픽 때 만 응 윈 깔짝하겠지 ㅠㅠ 복싱에 대한 국민 인식이,0
응 그래저 능아 새끼야 그렇게 생각하고 살렴저능 아는 저능아대로 살아야지 시 발 불끄는 게 먼저 지병신 새끼,1
둘 다 헐 겁기는 마찬가지,0
3행시 놀이,0
진짜 저 개성 없는 머리는 왜 하는 거냐,1
오나 1홀도 애1무 잘해주면 물나온 다함해보라ㅏ,1
좀 있으면 100억도 나오겠네 시 발ㅋㅋ,1
사진작가 컷얼릉 옷 입으세요,0
이쯤 되니 전남대 전북대 상황이 궁금해지네,0
10 업그레이드했냐,0
좌우 헬파이어 3개씩 6개 장착에 아파치보다 약하지만 20기관 포장 착임,0
세금 내놓으라고 데모질 중 ㅋㅋ첩도둑놈 새끼들이 대통령 해처 먹으니까 나도 같이 해먹자며 나라 전체에도 둑놈 만 득실거림 ㅋㅋ종도 도둑질하는 조센 진들,1
너가 한 말 중에,0
제갈 대 중 ㅇㅂ,0
우리나라 교회는 악마들이 모여 주뎅이 처벌리고,1
2023 스프링 일정,0
슼갈들 웃긴 게즙 팀 라인업 드림팀이 다질 수 없다 엿는 데,1
롤 경작 30레벨 육성시 업체 영구 정지안당하는 방법 디스코드 화면 공유,0
자지사진,1
ㅇㄹㅇㅁ어와봐,1
도파는 진짜 브실골에서도 챌린저구간처럼 게임함,0
너구리 1999년 생인데 은퇴한 이유가 뭐임,0
애니비아 이제 개 같은 존야안 가도 되냐,1
홍어나 청국장 좋아하는 뷰지들이 변태일 확률 높다던 데,1
이게 이게 이야,1
우통 이랑 일겜 시 발 고객센터 상담 알바죽이고 싶음같이 해봤는데,1
타 잔 분명 그리핀 땐 캐니언숨도 못 쉬게 팼었는데,0
이런 여동생 잇으면 어쩔래,0
배치닷 지 패배 처리임,0
ㄴ씨 발 새끼면 개추,1
카사딘 벤ㅈㄴ네,1
자지사진 보여줘,1
잘 조이는 잠지 어디 없나,1
저 새낀 올 때마다 있네ㅋㅋ,1
전 전 시즌 다이아 전 시즌 아예 솔랭 안 했으면 티어 어디임,0
슼갈애미 장애병신씨 발년,1
마루봉이랑 저능 아반고닉 왜 짤 비슷함,1
ㄴ나 한심하면 개추,1
5연승했는데 29점씩 줌,0
난페미 제조기인데,0
댓글에 ㅂㅅ고가는 거만큼 속상한 게 업음,1
오너 유일하게 데뷔 전엔 안 알려졌던 이유가 뭐임,0
학창시절 다이아찍어도 찐따는 찐따임 ㅋㅋ,1
ㅈㄴ 심하면 개ㅋㅋ,1
ㅇ,0
ㄴ새끼보단 나은 인생인 거 같으면 개추,1
대리로 티어올리는 건물고기 잡은 거넙죽 받아먹는 거임,0
연패박다가 딜폿하니까 연승함,0
나 남자 패미니스티인데,0
케리아 1살 형인 쵸비보다 재능위임,0
저한테 세트 배우 실분,0
야씨 발좆됐다나디씨 해킹 당함,1
아랭크 4연승하다 뭔가 이상해서 보니,0
여혐을 왜 해,0
211234야니 들어와봐,0
구마유시 데뷔 전부터 잘한다고 소문났던 이유가 뭐임,0
다이아찍으면 고등학교에서 일찐될 수 있나요,0
ㄴ 목부터 인생이 보이면 개추,0
난 30살까지 모솔아다면 걍게이로 살려고 ㅋㅋ,1
주적은 한녀다절대멸녀,1
살인 갈 없는 롤갤 만들기 캠페인 1557일차,1
저좆고아 새끼는 자짤부터 병신 같네ㅋㅋ,1
짤녀 누군지 말해봐,0
이제 1년에 시즌2번이면,0
짤녀 이름 말해봐,0
내 잘못은 아닌 듯함,0
제 오구케로 풀리면 각각 연봉 얼마 정도임,0
난 여름보다,0
가슴 큰 여자랑은 결혼하면 안 되,0
챌리 저였던 애들은 배치 2승하면 임시티어 다이아가냐,0
아다는 엄마가 때 주는 게 아니라니네 엄마가 때 주는 거임,1
잭스누가 좋댔냐,0
아다는 엄마가 떼주는 거 아니냐,1
제우스 온갖 프로들이 전부 리스펙하는 이유가 뭐임,0
ㄹㅇ몰도 바나 태국 애들이 우리보다 더 무식하노,0
번호줫는데 문자 말고 카톡하는 ㅅㅋ뭐임,1
난 엄마 차단했어,0
정글잭스룬은 뭐가 좋음,0
다른 계정에 선물할 건데,0
방금 개좆 같은 게임 겪었는데 왤캐 실력 차이가 날까,1
20221 존 나 웃기네 지금 보니까,1
아아디 정지 먹어서 할 게 없노ㅠ,0
니네 엄마 모유 마셔,1
형들여 중생발 냄새 맡고 싶단 생각들면,0
어제 페이커 아지르만 못했음,0
여혐 있는 놈들은 섹스 안 하고 싶은 거임,1
오늘 집 가면 라이즈 잭스 제이스판테해야 징,0
연세우유빵 맛 추천좀,0
어니네 엄마주 부 능력이 브실골,1
배치 1승했음,0
리얼 돌샀는데 3일 만에 엄마한테 들켰다시 발,0
미드이렐리아 진짜 ㅈ네,1
살인 갈들은 그냥 롤갤에서 꺼지면 안 됨,1
일본 가보고 싶긴 함,0
상대 딩거애쉬나오면 뭐해야 함,0
제우스 브리드,0
ㄴ 옆집 아저씨가 엄마 임신 시킴,1
픽 순서 변경롤 역사상 최악의 패치1,0
나두탑으로 포변할까 탑애들 뇌지컬 ㅂㅅ뎅,1
이벤트 전 페이커 쵸비,0
키 240몸무게 220일 진이 괴롭히면 어쩔 꺼임,0
살인 갈 젖닌이랑 똑같은 듯,1
안녕하세요 부탁드릴 게 있는데요,0
실제로 학교 다닐 대여혐같은 놈은 제 먹잇감이 엇음,1
롤스킨 1000개 계정 얼마나 오냐,0
난 엄마 차단했어,0
디플 슼갈들한테 타겟 잡힌 거 보면 최소 준우승임,1
롤드컵 팩트는 제우스가 킹겐한테 발려서 진 거 아님,0
멍멍돌이 사랑해 콘실시,0
잭스로 아내셔어떰,0
저능아 새 ㅋㅋ 내가 정글해도니보단 잘함,1
딜러 중에 강심갈 수 있는 ㄴ아칼리 밖에 없음,1
ㄴ댓글 쓰면 이 새끼임신함,1
슼갈들은 누구보다 쵸 비 좋아하는 듯,0
2020 서머 담원 경기 다시 보고 있는데,0
정복자 라이즈는 왜 하는 거임,0
어제부터 내친창에 아무도 없는 거 보니,0
쵸비는 스타일 문제가 아님,0
어제 쵸비 1세트 라인 전풀버젼으로 보고 싶긔,0
이 정도면 롤갤 상위 몆퍼임,0
진짜 궁금한 데이벤트 전가지고 왜 지랄임,1
배치 9승 0패인데 제발 마지막판,0
바이퍼 새끼도 어제 하는 거 보니까 한화 시절 리턴이 네ㅋㅋㅋ,1
이 정도면 정신병롤대남이냐,1
저랑 넷상연애할 여 갤러 없나요,0
선제공격 라이즈 장인을 꿈꾼다,0
3 연승 393635주는 데,0
나도 배치 볼까,0
이게 왜 제재 사유임,0
방송 준비하는 방송,0
다시 하기는 배치 포함 안 되네 개꿀ㅋㅋ,0
프리시즌플 380점인데,0
와 2판 햇는데 수명 2년은 깍 긴 거 같네,0
난 배치 욕심 안내고 9승 1패만 했으면 좋겠어,0
난입 라이즈 구리다고 생각한 게,0
커즈비디디솔직히 조합 시너지 좋음,0
배치 35점주는 데 이거 맞음,0
난 배치 6승 4패면 만족함,0
아트궁이 속너프 먹은 거 체감되긴 하더라,0
올스타 뽑아 봄 팀당 한 명,0
옛날에 플레4 계정 배치 9승 1패했었긔,0
배치 3연승,0
라코존 나 역겹네ㅋㅋ저니맨을 팀 근본 냅두고,1
롤음소거 기준이 뭐임,0
아즈나 블,0
배치 왜 이럼,0
서폿이 죽는 걸 싫어하면 게이믕이 길 수가 없,0
질문생 배치는 점수 원래 후하게 주냐,0
저랑 넷상연애할 여 갤러 없나요,0
아그저,0
라이즈 고수 만들어와 바,0
사일은 영겁대 천사별 루나,0
담민이들이너구리 덕담깐게 진짜 어이없음 ㅋㅋ,0
롤갤을 제외하면 이벤트 전 전부 커즈가라는 데,0
반중 롤깨한 남충들 나가 뒤져라,1
아프리카는 비제이들끼리 많아서 볼 만하네,0
롤강의 사이트 어디가 젤낫냐,0
롤 재배치 2번째판,0
우리를 얽매이게 하는 감정이 존재한다,0
나는 신이 다 나스닥은 무적이고,0
지금 김눌 엉식 미드 감전 잭스해 봐라,0
박종우 배치하는 거볼라 했더니 자랭하네ㅅㅂ,1
아리비주얼 업데이트 재더빙 ㅈ한 점 이용신성우,1
아씨 발집 가고 싶다,1
걍신파우 추가 정답이라니까,0
이제 사일러스도로아가냐,0
뒷북쳐서 미안한 데디스플러스 기아뭐냐,0
배치 봐줄 오빠 구해여 1승당 1만원 두림,0
인파이팅버프 개꿀이 네ㄹㅇ,0
2023월즈한국이노ㅋㅋ,0
스킨 추천좀,0
배치 본 사람들티어,0
시발 김민교 켯네보러감니노,1
잭스왤케평타가 안나가지,0
로아대 천사가는 애들 상당히 괜찮은 듯,0
미드 11자벽을 대각선 플로 넘을 수 있구나,0
튜토리얼하면 뭐 주는 거임,0
상호야 미안하다 오늘 밤은 나도 교퀴다,0
진짜 이기 기존 나 힘드네,1
본인 학창시절 썰,0
전시즌골 4배치 첫 판 승리실 4나옴ㅁㅌㅊ,0
나도 롤 잘했으면 공익하면서 대리도 했을 텐데,0
조용히 살게 요케로링,0
배치 첫 승하고 아이언2,0
지금 정글챔뭐가 사기임,0
쿨 뷰티 미소녀 롤순이 배치 근황,0
제리 존 나 어렵지 않냐,0
잭스정글 좆 사기 노 2연승,1
범죄와의 전쟁 보고 온 ㅇㅇ,0
미드메이지 꿀챔뭐 있냐,0
배치보는데 탈주를 해씨 발련들이,1
ㅅㅂ큐존나 안 잡힘다 4인데,1
병신들지랄 났네,1
김민교 뜨뜨재앙듀오큰 거온 다ㅋㅋ,0
제 오구케로우준준준이 거왜까는 거 임진짜 모름,0
쵸비이새 기 인터뷰 재밌 네ㅋㅋ,0
고덕이 진짜 힘든 점 가르쳐줌,0
해카림은 임신하면 어느 쪽배가 부르냐 ㅇㅇ,0
핵쟁이 세 끼다이아갓노,1
롤갤 1호 펜타냐,0
12시간 쳐잤더니 머리 깨질 거 같네,0
마오정글은 왜 너프 안 하냐,0
트페스킨이 거공식 넣어줘야 되는 거 아니냐,0
씨ㅣㅣㅣ발 김민교 켯 다섹스,1
야갤급으로 글쓰라고,0
얼리버드 기상,0
롤갤에서 바이퍼는 대체 뭐냐,0
시즌 임무 왜 2번 짼 안나옴,0
걍잭스정글 핫픽스 무조건이다,0
이번 시즌은 진짜 걍한화잡을 팀이 안 보이는 데,0
잭스라면서 왜를 섞냐,0
탱커 메타 맞는 새끼는 그대로 아프고 때리는 새끼만 꿀잼,1
카이사서 폿하면 숟가락 새끼들 발작하는 거 개꿀잼이 네ㅋㅋ,1
아프리카 채팅이 빡센거맞냐고 버지 구경하는 데,0
대버지 8승0패티어 어디 임지금,0
나도 롤하고 싶은데 퇴근하고 집 가면,0
고버지고 버지 놀려도 다 딱 이들은 강간 하네,0
정글잭스핫픽스 먹으니 꿀빤다,0
플2실 2듀오 잡힘,0
라이너 씹새끼들 갱가서 킬은 지들이 먹고 처박으면 어떡함,1
고버지 방송 ㅈㄴ 웃기네ㅋㅋ,1
ㅈㄴ 답 없는데 인생접을까요,1
다이아이상애들아,0
컨디션 쓰레기네 배치 내일 봐야지ㅇ,0
오늘 왜 큐가 안 잡히지,0
나이 40먹으니 롤도 못하겠다 ㅠㅠ,0
이거 탑 잭스는 구린 거 같은데,0
다 전제만 14번 하ㅋㅋ 19일 안에 되나,0
집 가면 고스트바야디,0
아니나 레벨 왤 캐높노,0
아걍디지고 싶다진짜,0
정글러들와 바,0
정글잭스 좋아 보이긴 해,0
잭스는 이제 탑 못 보낼 듯,0
대버지ㅋㅋ,0
고스트존 나롤도사처럼 하네ㅋㅋ,0
시즌 첫날이라 애들 빡겜인데 전ㄷㄷ,0
소나영겁대천사 중에 갈 만한 템 있냐,0
로아잭스이거 핫픽스 무조건이노,0
사일러스 이 ㅈ기쳄은 단점이 뭐냐,1
고스트 시청자 5천명 ㅋㅋ,0
고스트 솔랭 못한 단 새끼들 누구냐,0
고버지고 스트 8승 0패ㅋㅋ시청자 수 5천명,0
고버지 배치 8승 0패ㄷㄷ,0
잭스로 가봐야 사일러스 씹하 위호환 같은데,0
와ㅅㅂ 존 나달다,1
3 연승 544439 오름,0
제이스 같은 챔프는 걍상향해도 별로 안무서움,0
보빨러들에게,1
머리 ㅈㄴ 큰데 인생접을까요,1
ㅅㅂ배치 첫 판부터 느낌 안 좋다,1
젝스이거 말이 안 돼노,0
요 며칠 왜 계속 공기가 쓰레기임,0
케리아가 좋아하는 아이돌 누구였냐,0
제이스 체감ㅈ 없는데,1
배치폼 좋다 형 10연승간다,0
맘스터치 오렌지 주스 어떻게 만들길래 이렇게 맛없나,0
즙 또 좆 비한테 발렸노 ㅋㅋ,1
하이브리드 템트리로 떡상한 챔프 있었냐,0
어뭐 임 카톡 프로필 공감이 거누가 눌렀는지 알 수 있음,0
대버지느 그 혁보다 많이 보노ㅋㅋ,0
요즘에도 콩국수 파나,0
뉴 비챔프 추천해줄 수 있니,0
우르프 언제나오냐고 씨발,1
한남이씨 발놈게 새끼들아 오늘 아기 재키 6시에 킥오프,1
잭스선마가젤 사기임,0
대버 ㅋㅋ,0
고버지고 스트시청자 수 4500명 ㅋㅋ,0
이번 패치이렐 스킨 나오는 거 아녀 써,0
예전에 롤 챌린저,0
잭스템트리 어떻게 가냐,0
롤 경 작정 지당하지 않게 빠르게 하는 방법,0
우통님 배치만 듀오로 돌리고 그 담부터는 솔큐만 하실 꺼죠,0
어떻게 정글이 뇌지컬 1순위 야백정새끼야ㅋㅋ,1
진혁이 누구랑 싸우노,0
랭크존 나안 잡히네,1
발헤임해볼까,0
야이 거잭스개사 긴데 말이 안대ㅁ,0
브실골 아이디빌려줄 사람 올려 줌티어 ㅇㅇㅇ,0
고버지는 스펠을 너무 잰다,0
우주적 통찰력님이건 좀 아니지 않나요,0
형들 야간자율학습이 뭐야,0
배치 낮듀 되네 시 발ㅋㅋㅋ,1
이번 상대는 클레드네,0
픽창아이디다시 보여주면 안됌,0
랄로 오늘 방송하려나,0
와근데 고스트닉네임저걸 쓰네,0
지욕하면 다나인 줄 아네 피해의 식찌든 장애인 대리충새끼가,1
도저히 못해 먹겠다 이건,0
올해는 그래도 이 우승하겠지,0
진짜 1렙만 봐도 누가 쌀지가 보이는 게 신기하다,0
윈조이플레이 포커 계정 매입,0
이겼는데 승리의 증표 왜 안줌,0
니들 고딩 때야자했어,0
배치 봐줄 오빠 구함 1승당 1만원 두림,0
잭스는 가는 거 자체가 병신짓이라 별로인 듯,1
우통이 새끼병 신임,1
머리 ㅈㄴ 큰데 인생접을까요,1
잭스궁 좋아진 거냐,0
실시간 롤붕이 1철 판볶음밥 입갤,0
가난하거나 혹은 공무원은 대부분 좌파임,0
문도상대할 때는 보조 룬에 마방 들어야 하냐 방룬 드냐,0
잭스궁키면 쿵따라서 지속 딜도 쌔지 않음,0
닷지는 정글 유미가 했을까,0
이 장애인 새끼는 추하게 마스터들이랑 낮듀 하면서 유미해 놓고 양심 뒤짐,1
애미 뒤 진 익명 패치 개선은 대체 언제함,1
이 카톡 임티왤케야함,0
니엄마,1
아씨 발나도 롤해야 하는데,1
잭스선제 공격 좀 히트인 듯,0
탑퀸탑렝가 라인전,0
배치 1승으로 오르는 은 일반 솔랭 몇 승의 가치일까,0
알리레오나 쉽게 이기는 서폿 공유함,0
나는 그래서 메카닉이 좋다고함,0
배치 2승했는데 다이아네,0
나는 롤에서 피지컬이라는 단어 좀 안 썻으면 함,0
라이즈가 아지르보다 라인 전쎔,0
쇼메가 미드피지컬 원탑인 듯 ㅋㅋ,0
다시 배치드가자,0
와시발쇼메피지컬 지렸다 ㅋㅋ,0
롤나 중딩 때 나옴나 서른인데,0
이번 올스타전으로 페이커 쵸비 확정됐네,0
표본 티알지이 새끼들은 듀오하고 1승 4패네ㅋㅋ,1
나는 진심으로 까는 거란 말이야,0
마오정글 너무 좆 사기 아니냐,1
니네가 하면 순수 재미가 없어서 노잼임,0
이 새끼들 자꾸 왜 내 컨셉 따라함,1
와 피지컬 지렸다 여성형 유방과 거북목을 추욱 늘어뜨리며,0
지금 배치하드리셋임,0
하시발 미세먼지 좆같네롤 원신딸 칵딸칵,1
하시발 미세먼지 좆같네롤 원신딸 칵딸칵,1
하시발 미세먼지 좆같네롤 원신딸 칵딸칵,1
오늘은 분식이나 먹을까,0
선제공격 잭스정글히트입니다,0
어휴 거북유방단들 하루 종일 롤갤을 하며,0
아브 실패작 두오구 한다,0
마오카이 뭐냐 좆 사기네,1
억울하잖아 그니까 까야지,0
나도 집에서 롤만하는데 쟤네는 왜 수십억의 자산가야,0
포지션 랭크 있을 때 배치 재밋엇는 데,0
제이스로 ㅇㅁ 진다 딱이들 다짐육 만들러가 볼까,1
매달리다의 수동태는 뭐냐,0
나는 인생의 패배자라서 성공한 페이커 쵸비쇼 메이커를 까야 돼,0
대회 충내 패배자 인생의 낙인데,1
이렐신 스킨ㅈㄴ리는데 언제나옴,1
배치를 이주 뒤에 보는 게 맞아,0
중요한 것은,0
디아4할 사람 없노,0
우르프 오늘 안 나와,0
영어 이름 추천점,0
야 너무 힘들다 좀 쉬었다 하자 유튜브를 키고 소떡소떡을 시키며,0
아직도 시즌 시작 안 했네 씨발,1
근데 대회 충롤 얘기도 안 하면서 주구장창대회 얘기만,1
그래서 수수께 기 임무가 뭔데,0
거북유방단 아좀 쉬어야지 롤 좀 꺼야겠다,0
뇌지컬 개섹시했다 방금 펑퍼짐한 엉덩이를 들어 올리며,1
정상적인 사람 아 좀 쉬어야지 롤 좀 해볼까,0
얘들 괴물이냐,0
왜 탑이 남자 라인임,0
와이좆병신들은 정글 왜 하지,1
고버지 아프리카가 시청자 훨 잘 나오노 ㅋㅋ,0
판테온정복자 스택 너프해야 한다,0
세라프생명선으로도 충분히 갈만했던 거 같은데,0
스프링 결승한 담젠킅중에 2팀이었으면 좋겠다,0
서른 먹은 누나가 새해에 몸에 장식용 리본만 달고 남편이랑 응응한 거 알면,0
딜량 봐라 ㅋㅋ이 게 캐리지 펑퍼짐한 엉덩이를 의자에서 떼며,0
고스트 실시간 솔랭 방송 700명 보네,0
우르프 어디 감시발,1
앞으로 밥 먹을 때마다 엄마 앞에서와 나피지컬 지리지 않아 할려고,0
오늘은 픽창부터 시끄러운 거 그려려니 해야지,0
최진규임에일그만해 미친 놈들아,0
오늘 이거 먹을려고,0
와 피지컬 지렸다 장조림을 원하는 위치에 젓가락으로 집어서 입에 넣은 후,0
이렐아트보다 더 한 적폐챔이라고 생각하는 데,0
하 또 일주일 기다려야 시작이라니 씨 발,1
와 손흥민 급드리블지렸죠 여성형 유방을 늘어뜨리며,0
마우스를 원하는 위치로 가져가는 게 피지컬이면 나 밥 먹는 것도 피지컬임,0
피오라로 갱플화 약통 못 깸,0
슼팬 2 없고 ㅇㅂ 그냥 뒤진 고ㅅㄲ 맞죠,1
브실골은 명심해라 무거운 쪽이 이긴다,0
롤에서 재밌는 구도가 딱 세 가지 임ㅋㅋ,0
갤망했네,0
걍마갤하는 애들은 살아있는 인간이 아닌 거임,0
전시즌 쌩배들이 제 평범해짐,0
뭐 아무튼 롤갤 화이팅입니다,0
피지컬 지렸다 딸 깍 딸 깍 실제 딸 깍거리는 근육은 딸 근으로만 만듬,0
라이엇씨 발 다이애나 너프 안 하냐,1
그래서 쌩배들아무 패널티 없음,0
이게 피쥐컬이지 턱걸이한 개도 못하는 기괴한 체형으로,0
피지컬 지렸다 실제로 해본 운동은 없지만 롤케릭 터가 자기라고 생각한 후,0
이제 열쇠 겜 받아도 안줌,0
거북유방단들이 피지컬 거리는 데 운동은 꾸준히 3년 이상 해봤냐,0
제재 내역에 암 것도 없는데 2주 정지는 뭐임,0
나 같은 경우는 피지컬이 지렸다가 아니라 나의 소프트웨어가 지렸다고 말함,0
피지컬이건 신체능력이나 그런 거 말하는 거 아님,0
원래 시즌 초에는 랭돌리면 안 됨,0
탑에서 이렐로 나서스 어떻게 잡냐,0
와아리 리뉴얼 개이쁘다 스킨 사야지 실제 자기계절 옷은 5벌도 안 됨,0
너구리는 왜 은퇴 공식 발표안함,0
어제 쵸비봐서 너무 좋았다,0
수수께끼 챔피언으로 1회 플레이 이게 뭐임,0
탑은 그냥 좆병신쓰레기 라인이네,1
와방금 나피지컬 역대급이였다 실제로 해본 운동은 1도 없는 거북유방단,0
